id,Question,Model Answer,Average_Mark,Answer
1657,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",1.25,Because electronic crime is done confidentially as difficult to put its statistics
1658,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",2,"Normal legal legislation can not control all electronic offenses, most of the victims, do not report the crime in order to preserve the reputation of families."
1659,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",1.25,"Because electronic crime can not be tracked depend on misunderstanding, deception and depend on intelligence and need technical experience and do not leave the impact"
1660,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",1.25,"For many crimes, some crimes could not be disclosed"
1661,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3.5,Most of the offenses are not exposed or covered or discovered after it is too late
1662,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",2.25,"Difficulty recognizing the crime where they do not leave an impact, you need technical experience as a traditional investigator can not deal with it"
1663,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3.25,"The victims, there is no impact of crime, there are circumvention systems"
1664,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3.75,"The silence of the victims, the disclosure shall be by chance, which there are no cases not revealed"
1665,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3.5,"The victims feared fear of defamation, where the victims prefer not to tell him so that he does not become a paradise on each tongue"
1666,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3.75,"The victims, depend on experience, intelligence and deception, do not leave the evidence"
1667,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3.75,Most of the crimes are not declared if they are related to honor and are discovered by chance
1668,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3.5,Most attacks are not recognized not reporting a crime
1669,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3.25,The victims is the main cause and there are cases that the user is hacked and do not know it
1670,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",1.25,"To hide them from people so that they do not show that the number of criminals is great and can not be seen, leading to the fear of users from using the Internet and all technology"
1671,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3,Because most electronic crimes are not reported where they are covered
1672,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3.75,"Technical experience in investigators in these offenses should be provided, as they depend on deception"
1673,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3.5,Usually electronic crimes are difficult to track as well as many users do not inform them with different arguments
1674,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",2,"The supernatural intelligence of the pencils, does not leave a difficult effect of identification of hackers, technical experience does not have traditional employee, foil the investigators and the use of tricks and misleading"
1675,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",2.5,The victims
1676,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",1,"For rapid and tremendous development in electronic crime methods, there is no security information system and therefore no protection rate is not appreciated on the statistics of defects and statistics"
1677,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3,"Users, non-resorting to legal legislation, adopt their intelligence, are enormous technical expertise"
1678,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",1.25,The difficulty of being discovered and discovered and discovered
1679,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",1.75,Because the electronic crime or the penetration process will be a smart way where it is unpredictable only after a long time and does not leave any effect and can not follow or deal with it
1680,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",4.25,Because they do not leave the impact and there are those who kept them so as not to raise his reputation
1681,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",4,"Victims, difficulty monitoring these crimes, lack of awareness of information security, do not apply legislation and laws"
1682,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",1.5,"For difficulty, the impact of the perpetrators of crime, the evolution of means and relying on intelligence, this victims makes most of the offenses do not discover"
1683,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",1.75,It is difficult to find a impact of crime and for all its effects and speed
1684,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3.75,Because they need great mind and experience to discover because they do not leave concrete evidence and are dependent on misdemeanor and the victims as they are often affecting the issues in honor of honor (crime on people)
1685,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3,"Electronic crime leaves the impact, this crime leads to the Summit of intelligence."
1686,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",1.75,"Do not leave for tracking, considered the value of intelligence, is considered at the top of accuracy, a traditional investigator can not be discovered"
1687,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",4,"The difficulty of proving, the victims, the need for technical experience to find"
1688,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",3,"The victims and their use of fake devices, which do not leave even after the occurrence of the crime"
1689,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",1.75,"She does not leave an impact when they get, they are just numbers and data steal without science and most of the discoveries of the crime were by chance and too late"
1690,Do not exist for a real status of electronic crime?,"Due to the mosquito for crimes to avoid advertising and defamation for families or institutions, as well as many crimes do not leave an impact",0.75,Because most crimes are not discovered so that crimes have been discovered for 10 years or more
1691,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4.5,#NAME?
1692,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",2.75,"It has no effect after committing, as a specialist ""technical side"", the man who committed it is usually super intelligent than it is difficult to prove."
1693,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4.5,"Do not leave an impact after being penetrated, you need a technical and difficult for the traditional investigator discovered, dependent on deception and misleading to find out its perpetrators. It depends on intelligence in committing."
1694,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",5,"Summit of intelligence when committed, depends on misinformation and deception which is difficult to know its perpetrator, you need artistic techniques where it is difficult for the regular investigator to deal with."
1695,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4.5,"Depends on fool, depend on intelligence, you need technical experience, not to leave an impact."
1696,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3.75,"Summit in intelligence when committed, leaving an impact for the pencils, the lack of experience for traditional investigators."
1697,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3.75,"Do not leave after committing them, the difficulty of recognizing its perpetrators so that the traditional investigator can not be identified, using personal impersonation programs for speed * Information, numbers and confidentiality."
1698,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",5,"Do not leave an impact after committing, dependent on the top of intelligence to commit themselves, depending on the deception and misleading in an attempt to access their perpetrator; you need technical experience; It is difficult for the regular investigator to deal with."
1699,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3.25,Do not leave an impact; You need difficult technical experience on the normal investigator; Intelligence deception and misleading
1700,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4.75,#NAME?
1701,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4,"No effect, you need experience in inquiry, you need high intelligence, on circumvention and deception."
1702,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4,"Because they do not leave, unless they are discovered after a long time, depend on deception and misleading, can not technically identify their discovery need technical technical requires intelligence."
1703,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",5,"Do not leave its impact after committing them, you need technical experience where it is difficult for traditional detection, dependent on deception and misleading in the knowledge of its perpetrators, depends on the top of intelligence in committing."
1704,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",1.75,"Do not leave an impact, do not reach its perpetrators."
1705,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4.75,"Do not leave an impact when committed, the crimes of electronic on misinformation and deception are recognized in identifying their perpetrators, depending on technical expertise and acute intelligence in their commitment."
1706,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3,"They require significant intelligence in order to commit them, do not leave any more for perpetrators, the magnitude of programs and security gaps."
1707,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4,"Do not leave an effect, they need to prove to technical experience that traditional experts are not adhered, you need high intelligence."
1708,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3.5,"Depend on the top of intelligence, do not leave an effect, depend on the technical expertise in detection where the deteriorator can not be detected."
1709,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",2.25,"Because the means and techniques of crime are rapidly developing, the victim is concentrated and it is difficult to have an effect of electronic crime because it is not jewelry or something physical but is a numbers that change in the data."
1710,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",0,"It is difficult to demonstrate electronic crimes because the development of large programs resulting in gaps facing security difficulties, the material return is not a perspective until it is too late."
1711,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",2.5,Because intelligent hacker and do not leave an impact as they use misinformation and as well as lack of fades to track crime
1712,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",5,"It is difficult to prove because it leaves effects that do not leave effects, requires investigators in technical capabilities and is not traditional investigators, dependent on intelligence, depending on the deception in its installation and misleading in recognizing its perpetrators"
1713,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3.5,"It is discovered late and difficult for a normal investigator dealing with it, leaving when they commit themselves, it works to deceive it and misleads in their discovery."
1714,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3.5,"Do not leave the effect after completing, the traditional investigator will not find a solution, depends on circumvention and intelligence."
1715,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4.25,"Do not leave an effective effect, because they require significant intelligence and experience and can not be solved, require intelligence and experience in program design"
1716,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4.25,"Do not leave raised, used with high technical skills that are difficult for traditional investigator, summit of intelligence of criminals and know how to work devices that enable them to not leave raised."
1717,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3.75,"Because they occur in a digital space between the networks, then do not leave any effects after, they also need an advanced technical and technical knowledge that is difficult for the normal investigator and is also used by deception and perpetrators are usually smart."
1718,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4,"It is difficult to prove electronic crimes, for the abundance of the development and prevalence of hacking devices and also hacking technical experience, which prevents traditional laboratories dealing with information"
1719,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4,"Do not leave an impact, depend on high intelligence in their commitment, requires high technical skill, the inability of the regular investigator in dealing with it depends on misleading for not identifying its perpetrators."
1720,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",2.5,"It is difficult to demonstrate electronic crimes because do not leave an impact. An artistic commitment to its performance, is committed to confirmation and conflicting"
1721,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4,"Not left effects, requires great intelligence and knowledge to prove this, difficulty determine the criminal, the criminal is highly intelligent."
1722,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3.5,It is difficult to demonstrate crimes because they do not leave an impact and difficult for the traditional investigator to be revealed to its adoption on deception and misleading
1723,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3.75,It is difficult to demonstrate electronic crimes because they require severe intelligence and often do not leave a clear impact behind or requires the responsible issue to have a technical knowledge of them
1724,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3.25,"The lack of concrete evidence, the difficulty of crime sources, lack of awareness among network users, rapid development of electronics"
1725,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3.25,Because they are crimes made by smart people and do not leave for her commitment as it is difficult to know that the crime has happened only after a long time
1726,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4.5,"You need technical experience and therefore the traditional investigator is difficult for him, depends on the perpetrator, depends on deception and circumvention, is difficult to know the time they committed"
1727,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3.75,"Are crimes that do not leave, difficult for traditional stakeholders, require broad auditing, most of the offenses discover a long time"
1728,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",1,It can not be prohibited after there occurred
1729,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4,"Do not leave for crime, there must be great experience in this field, hackers enjoy high and deception and camouflage"
1730,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",4.5,"Because they do not leave behind them, difficulty of knowing the criminal, the victims, does not benefit traditional investigators"
1731,Why is it difficult to prove electronic crimes?,"Do not leave an impact after they committed, you need technical and difficult experience on the traditional investigator dealing with, dependent on deception, and misleading in recognizing its perpetrators, dependent on the top of intelligence.",3,"Because they do not leave behind them, the speed of attacks, weak technical investigators"
1732,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,4.25,"You can by agent (Proxy), which provides statistics about it"
1733,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,3.25,You are using proxy (proxy program).
1734,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,3,Through the proxy server
1735,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,0.75,Install spyware on user sites by recording panel clicks for keys
1736,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,2,"By installing programs recorded all that presses on the keyboard or something like this and can limit its users in browsing sites such as blocking access to blocked sites (complexity, sexual, etc.) by proxy."
1737,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,4,Using proxy where Internet users are in one hand and therefore can obtain user statistics and identify their habits and prevent them from visiting other sites.
1738,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,4.5,"Using a program that stores all sites that users visited them such as proxy, which statistics and information network statistics for sites you like marketing company."
1739,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,0.75,Install programs to save everything they have browsed on the site.
1740,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,4.5,"Using the proxy, which stores all activities, sites and addresses for each user, which can be used later in the form of statistics."
1741,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,3,"Proxy mode between users of its network, and the Internet, so all users do with this proxy."
1742,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,4,Through the proxy (proxy) which forms an intermediary system for users because there is a memory that retains user habits prevents your browser in some blocked sites.
1743,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,0,Spy on written characters.
1744,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,3.25,Using the proxy server and limit all the company users in one side and this agent can specify employee uses.
1745,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,2.75,Using the proxy that is limited to users in a uniform device.
1746,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,3.75,By putting a server proxy to do statistics.
1747,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,3.25,"For example, proxy can be used to record your path websites a lot by user and through statistics can recognize more browse pages."
1748,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,2,"By knowing the locations used by the user, which allows you to know the direction and way of thinking and thus knowing its habits."
1749,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,3,Using the proxy and is a program that limits Internet users in a hand in order to prevent them from entering prohibited sites and when it exceeds it is also recorded.
1750,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,2.25,By browse the memory of the agent
1751,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,4.5,"Through the proxy that is limited to the association of all Internet users and one device, this can be prepared for statistics about users and thus recognizing their habits."
1752,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,2,Through the proxy server recording special IP addresses.
1753,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,4.25,"Preparing statistics for these users using proxy, which records the sites visited by the user, this information is used as data in statistics."
1754,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,4.25,Using the proxy and is limited to all users in a uniform device and provides proxy statistics for user habits. This term recognizes user habits.
1755,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,5,This is by proxy that allows statistics on users' uses and most searched sites.
1756,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,1.75,By proxy where current locations allows and allowed some sites.
1757,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,2.5,Spy on them by using tracking software tracking users on the Internet via the proxy server
1758,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,3.5,By the agent where all your steps are recorded and all sites you visit and time.
1759,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,3.25,You create a proxy server that blocks sites that are connected to the list of user habits. You can also detect IP addresses for devices that exceeded the proxy server.
1760,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,5,Thanks to the service provided by the proxy proxy server where this latter numbers are numbers about the most increase and viewing sites on the network.
1761,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,4.5,By proxy proxy it offers user statistics (all about user sites planted in the Internet.)
1762,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,4.25,All network users are limited to one side by proxy. Several services are preparing statistics on sites visited by users in the network and from which the proxy server knows the general user.
1763,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,4.25,By applying the proxy server program where we can block sites to be blocked and can be counted and identified sites related to users connected to proxy.
1764,How can an institution recognize users' habits for her network?,Thanks to the proxy server (proxy) that sets statistics on users and from websites,4.5,"Through the proxy server, it prepares statistics on users' habits and what they love."
1765,During the difficulty of using normal legal legislation in combating electronic crime?,Lack of technical expertise for investigators for technology use in proof of crimes and not including various types of electronic crimes in legal legislation because they are new crimes.,2,"Requires more than just a normal investigator but an investigator owns skills, do not leave an effect, done by fraud, severe intelligence bug."
1766,During the difficulty of using normal legal legislation in combating electronic crime?,Lack of technical expertise for investigators for technology use in proof of crimes and not including various types of electronic crimes in legal legislation because they are new crimes.,1.75,"Do not leave an impact after being committed as it is difficult for traditional investigator knowing, using deception in the commitment of crime and misleading supernatural intelligence in the use of crime."
1767,During the difficulty of using normal legal legislation in combating electronic crime?,Lack of technical expertise for investigators for technology use in proof of crimes and not including various types of electronic crimes in legal legislation because they are new crimes.,3,"Because electronic offenses are quite different on regular crimes and difficult detection and many can be committed and may affect several very sensitive areas as national defense, institutions and public law organizations"
1768,During the difficulty of using normal legal legislation in combating electronic crime?,Lack of technical expertise for investigators for technology use in proof of crimes and not including various types of electronic crimes in legal legislation because they are new crimes.,1.75,"Because electronic crime does not leave an impact, their perpetrators are capable and high intelligence, technical expertise requires traditional investigator difficult to deal with, depend on deception and misdemeanor."
1769,During the difficulty of using normal legal legislation in combating electronic crime?,Lack of technical expertise for investigators for technology use in proof of crimes and not including various types of electronic crimes in legal legislation because they are new crimes.,1.75,"The victims are written when applying for law, the hacker does not leave an impact behind him, while the normal investigator can not be solved, misleading to access her perpetrator, idealism in the commitment of crime, scanning all the impact"
1770,During the difficulty of using normal legal legislation in combating electronic crime?,Lack of technical expertise for investigators for technology use in proof of crimes and not including various types of electronic crimes in legal legislation because they are new crimes.,1.5,"Because normal law regarding each country and varies from country to country and electronic crime, for example, committed in a country and perpetrated from another country so that global laws should be in combating electronic crime"
1771,During the difficulty of using normal legal legislation in combating electronic crime?,Lack of technical expertise for investigators for technology use in proof of crimes and not including various types of electronic crimes in legal legislation because they are new crimes.,1.5,"You can easily learn easily (hide the attack identity), there are no traces for crime, the victim, the plain investigator can easily stand."
1772,During the difficulty of using normal legal legislation in combating electronic crime?,Lack of technical expertise for investigators for technology use in proof of crimes and not including various types of electronic crimes in legal legislation because they are new crimes.,0.5,#NAME?
1773,During the difficulty of using normal legal legislation in combating electronic crime?,Lack of technical expertise for investigators for technology use in proof of crimes and not including various types of electronic crimes in legal legislation because they are new crimes.,1.25,"To use the criminal technical methods it is difficult for the regular investigator, place and its network."
1774,During the difficulty of using normal legal legislation in combating electronic crime?,Lack of technical expertise for investigators for technology use in proof of crimes and not including various types of electronic crimes in legal legislation because they are new crimes.,2.5,Do not leave a real or physically impact so it is difficult for the regular or traditional investigative investigation and the difficulty of using normal legal legislation
1775,During the difficulty of using normal legal legislation in combating electronic crime?,Lack of technical expertise for investigators for technology use in proof of crimes and not including various types of electronic crimes in legal legislation because they are new crimes.,1.75,"You need technical experience and traditional investigator can not deal with, do not leave when they commit themselves, depend on deception and the summit of intelligence in committing and misleading its perpetrators."
1776,During the difficulty of using normal legal legislation in combating electronic crime?,Lack of technical expertise for investigators for technology use in proof of crimes and not including various types of electronic crimes in legal legislation because they are new crimes.,0,Depend on intelligence and experience in committing
